商品コード,商品名,管理区分(0:製番、1:MRP、2:ロット),手配区分（0：発注、2：外製、3：内製）,商品グループコード (商品グループ2),商品グループコード (商品グループ3),購入単価1,購入単価2,購入単価3,購入単価4,購入単価5,購入単価2適用数,手配単位,手配単位倍数,最低ロット数,手配ロット数,標準販売単価1,標準販売単価2,標準販売単価3,標準販売単価4,標準販売単価5,標準販売単価6,標準販売単価7,標準販売単価8,標準販売単価9,標準販売単価10,在庫評価単価(JPY),管理単位,支給単価(JPY),安全在庫数,所要量計算に含める(0：含める、1:含めない),仕様,リードタイム(日),安全リードタイム(日),棚番,入数,受注対象(0:対象、1:非対象、2:受注/EDI対象),ダミー商品（「1」:yes、それ以外: no）,商品備考1,商品備考2,商品備考3,商品備考4,商品備考5,サイズ *,色 *,部品区分 *,分類1 *,分類2 *,分類3 *,分類4 *,分類5 *,分類6 *,分類7 *,分類8 *,奉行商品コード *,品番 *,分類9 *,分類10 *,分類11 *,分類12 *,分類20 *,代表分類 *,トムソン型管理番号 *,最小梱包数量 *,JIS規格品 *,廃番日 *,商品画像,商品画像ファイル名,商品画像2,商品画像2ファイル名,商品画像3,商品画像3ファイル名,登録日時,登録者,最終更新日時,最終更新者,理論在庫数,有効在庫数,出庫可能数,出庫可能数2,次回入庫予定日,次回入庫予定数,最終入庫日,最終出庫日,子商品の数,商品グループ名 (商品グループ2),カテゴリ (商品グループ2)（0：(すべて)、1：商品グループ1、2：商品グループ2、3：商品グループ3、4：商品グループ4、5：商品グループ5）,商品グループ名 (商品グループ3),カテゴリ (商品グループ3)（0：(すべて)、1：商品グループ1、2：商品グループ2、3：商品グループ3、4：商品グループ4、5：商品グループ5）
B0-000W7071RP-0004,アルミバイザー,1,3,,,0.0,0.0,0,0,0,,個,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,個,0,0,0,推奨品,1,0,,1,0,,(株)ワークマン,,,,,,,出荷形態,,,,,,,7.0,,8707100.0,W-7071RP,,,,,,7,,,-,,,,,,,,2026/1/20 17:17,takahashi,2026/1/20 17:17,takahashi,0.0,0.0,0.0,0.0,,,,,1.0,,,,
B0-000W7161RP-0004,アクアデコパット/2色セット,1,3,,,0.0,0.0,0,0,0,,個,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,個,0,0,0,推奨品,1,0,,1,0,,(株)ワークマン,,,,,,グレー/ブルー,出荷形態,,,,,,,7.0,,871614.0,W-7161RP,,,,,,7,,,-,,,,,,,,2026/1/20 17:04,takahashi,2026/1/20 17:04,takahashi,0.0,0.0,0.0,0.0,,,,,2.0,,,,
B0-000W7162RP-0004,アクアネックパット/2色セット,1,3,,,0.0,0.0,0,0,0,,個,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,個,0,0,0,推奨品,1,0,,1,0,,(株)ワークマン,,,,,,グレー/ブルー,出荷形態,,,,,,,7.0,,871624.0,W-7162RP,,,,,,7,,,-,,,,,,,,2026/1/20 17:02,takahashi,2026/1/20 17:02,takahashi,0.0,0.0,0.0,0.0,,,,,2.0,,,,
B0-000W7184BK-0004,アクア防暑タレ,1,2,,,10.0,0.0,0,0,0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,11.0,個,0,0,0,OEM,7,0,,1,0,,(株)ワークマン,,,,,,黒,出荷形態,,,,,,,7.0,,871841.0,W-7184,,,,,,,,,-,,,,,,,,2024/7/5 19:11,seizou,2025/12/12 17:49,takahashi,1155.0,1155.0,1155.0,1155.0,,,2026/2/5,2025/5/2,6.0,,,,
B0-000W7184BU-0004,アクア防暑タレ,1,2,,,10.0,0.0,0,0,0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,63.0,個,0,0,0,OEM,7,0,,1,0,,(株)ワークマン,,,,,,青,出荷形態,,,,,,,7.0,,871840.0,W-7184,,,,,,,,,-,,,,,,,,2024/7/5 19:11,seizou,2025/12/12 17:45,takahashi,1496.0,1496.0,1496.0,1496.0,,,2026/1/30,2025/5/2,6.0,,,,
B0-000W7184RP-0004,アクア防暑タレ/2色セット,1,3,,,0.0,0.0,0,0,0,,個,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,個,0,0,0,推奨品,1,0,,1,0,,(株)ワークマン,,,,,,黒/青,出荷形態,,,,,,,7.0,,871842.0,W-7184RP,,,,,,7,,,-,,,,,,,,2026/1/20 17:14,takahashi,2026/1/20 17:14,takahashi,0.0,0.0,0.0,0.0,,,,,2.0,,,,
B0-000W73LS00-0004,マーカーホルダー(ミゾなしヘルメット用),1,3,,,0.0,0.0,0,0,0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,14.0,個,0,0,0,OEM,1,0,,1,0,,(株)ワークマン,,,,,,,出荷形態,,,,,,,7.0,,817308.0,W-73L-S,,,,,,,,,-,,,,,,,,2024/7/5 19:11,seizou,2025/11/18 13:24,wakasugi,825.0,825.0,825.0,825.0,,,2026/6/17,2025/5/2,3.0,,,,
B0-000W73LS00-W001,W73L-Sマーカーホルダー組立品,1,2,,,8.0,0.0,0,0,0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,13.0,個,0,0,0,,7,0,,1,0,,,,,,,,,内職,,,,,,,7.0,,,,,,,,,7,,,-,,phpeoqsa0.png,IMG_0798-removebg-preview.png,,,,,2024/7/5 19:11,seizou,2025/10/3 19:26,中安,571.0,571.0,571.0,571.0,,,2026/6/17,2026/6/17,10.0,,,,
B0-000W73OK00-0004,ペンホルダー(あらゆるミゾ付きヘルメット用),1,2,,,2.0,0.0,0,0,0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,40.0,個,0,0,0,OEM,1,0,,1,0,,(株)ワークマン,,,,,,,出荷形態,,,,,,,7.0,,817305.0,W-73-OK,,,,,,7,,,-,,,,,,,,2024/7/5 19:11,seizou,2025/11/18 13:24,wakasugi,22227.0,22227.0,22227.0,22227.0,,,2026/7/6,2025/5/2,3.0,,,,
B0-000W73OK00-W001,W73-OKペンホルダー組立品,1,2,,,9.5,0.0,0,0,0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,37.0,個,0,0,0,,7,0,,1,0,,,,,,,,,内職,,,,,,,7.0,,,,,,,,,7,,,-,,phpR2QjoO.png,IMG_0805-removebg-preview.png,,,,,2024/7/5 19:11,seizou,2025/10/3 19:26,中安,-7810.0,-7810.0,-7810.0,-7810.0,,,2026/6/15,2026/7/6,10.0,,,,
B0-000W74OK00-0004,ホイッスルホルダー(あらゆるミゾ付きヘルメット用),1,3,,,0.0,0.0,0,0,0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,35.0,個,0,0,0,OEM,1,0,,1,0,,(株)ワークマン,,,,,,,出荷形態,,,,,,,7.0,,817403.0,W-74-OK,,,,,,,,,-,,,,,,,,2024/7/5 19:11,seizou,2025/11/18 13:24,wakasugi,5530.0,5554.0,5530.0,5554.0,,,2026/6/26,2025/5/1,4.0,,,,
B0-000W74OK00-W001,W74-OKホイッスルホルダー組立品,1,2,,,9.5,0.0,0,0,0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,35.0,個,0,0,0,,7,0,,1,0,,,,,,,,,内職,,,,,,,7.0,,,,,,,,,7,,,-,,phpRUxetk.png,IMG_0807-removebg-preview.png,,,,,2024/7/5 19:11,seizou,2025/10/3 19:26,中安,-2282.0,-2306.0,-2306.0,-2306.0,,,2026/6/23,2026/6/26,8.0,,,,
B0-000W770400-0004,ヘルメット取付式送風機専用防暑タレ,1,3,,,356.0,0.0,0,0,0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0,個,0,0,0,OEM,1,0,,1,0,,(株)ワークマン,,,,,,,出荷形態,,,,,,,7.0,,877704.0,W-7704,,,,,,,,,-,,,,,,,,2024/7/5 19:11,seizou,2025/7/18 16:53,中安　弘樹,15.0,15.0,15.0,15.0,,,2025/6/23,,3.0,,,,
B0-000W770600-0004,ヘルメット取付式送風機WindyⅣ,1,3,,,0.0,0.0,0,0,0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0,個,0,0,0,OEM,1,0,,1,0,,(株)ワークマン,,,,,,,出荷形態,,,,,,,7.0,,877706.0,W-7706,,,,,,,,,-,,,,,,,,2024/7/5 19:11,seizou,2025/7/18 16:53,中安　弘樹,19.0,19.0,19.0,19.0,,,2025/6/11,,3.0,,,,
B0-000W79DX00-0004,防暑タレデラックス6枚,1,2,,,10.0,0.0,0,0,0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,12.0,個,0,0,0,OEM,7,0,,1,0,,(株)ワークマン,,,,,,,出荷形態,,,,,,,7.0,,817930.0,W-79DX,,,,,,,,,-,,,,,,,,2024/7/5 19:11,seizou,2025/12/12 18:10,takahashi,3648.0,3648.0,3648.0,3648.0,,,2026/7/6,2025/5/2,7.0,,,,
B0-000W79DXRP-0004,防暑タレDX,1,3,,,0.0,0.0,0,0,0,,個,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,個,0,0,0,推奨品,1,0,,1,0,,(株)ワークマン,,,,,,,出荷形態,,,,,,,7.0,,8179300.0,W-79DXRP,,,,,,7,,,-,,,,,,,,2026/1/20 17:18,takahashi,2026/1/20 17:18,takahashi,0.0,0.0,0.0,0.0,,,,,1.0,,,,
B0-000W88OK00-0004,ゴーグルクリップ(あらゆるミゾ付きヘルメット用)5個入,1,2,,,8.2,0.0,0,0,0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,9.0,個,0,0,0,OEM,7,0,,1,0,,(株)ワークマン,,,,,,,出荷形態,,,,,,,7.0,,818804.0,W-88-OK,,,,,,7,,,-,,,,,,,,2024/7/5 19:11,seizou,2025/10/3 19:26,中安,25392.0,25392.0,25392.0,25392.0,,,2026/6/22,2025/5/2,6.0,,,,
B0-000WP40LBK-0001,作業ベルト1430mm,1,0,,,0.0,0.0,0,0,0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,,0,0,0,,0,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2026/1/6 13:31,wakasugi,2026/1/6 13:31,wakasugi,0.0,0.0,0.0,0.0,,,,,,,,,
B0-000WP40LNY-0001,作業ベルト1430mm,1,0,,,0.0,0.0,0,0,0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,,0,0,0,,0,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2026/1/6 13:31,wakasugi,2026/1/6 13:31,wakasugi,0.0,0.0,0.0,0.0,,,,,,,,,
B0-000WTB30BK-0004,消臭リストバンド,1,3,,,0.0,0.0,0,0,0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,個,0,0,0,OEM,1,0,,1,0,,(株)ワークマン,,,,,,ブラック,出荷形態,,,,,,,,,807311.0,W-TB-30,,,11.0,,,,,,-,,,,,,,,2024/6/27 21:03,seizou,2025/7/18 16:53,中安　弘樹,29.0,29.0,29.0,29.0,,,2026/5/15,2025/4/21,2.0,,,,
B0-000Y1005BK-0002,胴ベルト/EDPスライドバックル(黄レザー)/印刷,1,3,IG240630,,0.0,0.0,0,0,0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,個,0,0,0,,1,0,,1,0,,,,,,,,黒,出荷形態,,,,4.0,,,,,2490050.0,Y-1005,,,,,,,,,-,,,,,,,,2024/8/27 18:12,nakayasu,2025/12/9 14:39,nakano,0.0,0.0,0.0,0.0,,,,,14.0,安全帯班,2.0,,
B0-000Y1005GR-0002,胴ベルト/EDPスライドバックル(黄レザー)/印刷,1,3,IG240630,,0.0,0.0,0,0,0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,個,0,0,0,,1,0,,1,0,,,,,,,,緑,出荷形態,,,,4.0,,,,,2420050.0,Y-1005,,,,,,,,,-,,,,,,,,2024/8/27 18:12,nakayasu,2025/12/9 14:40,nakano,0.0,0.0,0.0,0.0,,,,,14.0,安全帯班,2.0,,
B0-000Y1005LB-0002,胴ベルト/EDPスライドバックル(黄レザー)/印刷,1,3,IG240630,,0.0,0.0,0,0,0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,個,0,0,0,,1,0,,1,0,,,,,,,,ライトブルー,出荷形態,,,,4.0,,,,,2450050.0,Y-1005,,,,,,,,,-,,,,,,,,2024/8/27 18:12,nakayasu,2025/12/9 14:40,nakano,0.0,0.0,0.0,0.0,,,,,14.0,安全帯班,2.0,,
B0-000Y1005NY-0002,胴ベルト/EDPスライドバックル(黄レザー)/印刷,1,3,IG240630,,0.0,0.0,0,0,0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,個,0,0,0,,1,0,,1,0,,,,,,,,紺,出荷形態,,,,4.0,,,,,2460050.0,Y-1005,,,,,,,,,-,,,,,,,,2024/8/27 18:12,nakayasu,2025/12/9 14:40,nakano,0.0,0.0,0.0,0.0,,,,,14.0,安全帯班,2.0,,
B0-000Y1005YL-0002,胴ベルト/EDPスライドバックル(黄レザー)/印刷,1,3,IG240630,,0.0,0.0,0,0,0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,個,0,0,0,,1,0,,1,0,,,,,,,,黄,出荷形態,,,,4.0,,,,,2440050.0,Y-1005,,,,,,,,,-,,,,,,,,2024/8/27 18:12,nakayasu,2025/12/9 14:40,nakano,0.0,0.0,0.0,0.0,,,,,14.0,安全帯班,2.0,,
B0-000Y1015BK-0002,胴ベルト/三価クロメートスライドバックル(黄レザー)/印刷,1,3,IG240630,,0.0,0.0,0,0,0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,個,0,0,0,,1,0,,1,0,,,,,,,,黒,出荷形態,,,,4.0,,,,,2480450.0,Y-1015,,,,,,,,,-,,,,,,,,2024/8/27 18:12,nakayasu,2025/12/9 14:39,nakano,0.0,0.0,0.0,0.0,,,,,14.0,安全帯班,2.0,,
B0-000Y1015GR-0002,胴ベルト/三価クロメートスライドバックル(黄レザー)/印刷,1,3,IG240630,,0.0,0.0,0,0,0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,個,0,0,0,,1,0,,1,0,,,,,,,,緑,出荷形態,,,,4.0,,,,,2420150.0,Y-1015,,,,,,,,,-,,,,,,,,2024/8/27 18:12,nakayasu,2025/12/9 14:40,nakano,0.0,0.0,0.0,0.0,,,,,14.0,安全帯班,2.0,,
B0-000Y1015LB-0002,胴ベルト/三価クロメートスライドバックル(黄レザー)/印刷,1,3,IG240630,,0.0,0.0,0,0,0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,個,0,0,0,,1,0,,1,0,,,,,,,,ライトブルー,出荷形態,,,,4.0,,,,,2480150.0,Y-1015,,,,,,,,,-,,,,,,,,2024/8/27 18:12,nakayasu,2025/12/9 14:40,nakano,0.0,0.0,0.0,0.0,,,,,14.0,安全帯班,2.0,,
B0-000Y1015NY-0002,胴ベルト/三価クロメートスライドバックル(黄レザー)/印刷,1,3,IG240630,,0.0,0.0,0,0,0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,個,0,0,0,,1,0,,1,0,,,,,,,,紺,出荷形態,,,,4.0,,,,,2480250.0,Y-1015,,,,,,,,,-,,,,,,,,2024/8/27 18:12,nakayasu,2025/12/9 14:40,nakano,0.0,0.0,0.0,0.0,,,,,14.0,安全帯班,2.0,,
B0-000Y1015YL-0002,胴ベルト/三価クロメートスライドバックル(黄レザー)/印刷,1,3,IG240630,,0.0,0.0,0,0,0,,,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,個,0,0,0,,1,0,,1,0,,,,,,,,黄,出荷形態,,,,4.0,,,,,2430150.0,Y-1015,,,,,,,,,-,,,,,,,,2024/8/27 18:12,nakayasu,2025/12/9 14:40,nakano,0.0,0.0,0.0,0.0,,,,,14.0,安全帯班,2.0,,
B0-001000AINY-0010,作業ベルト(帯付き),1,2,IG240628,,11.5,0.0,0,0,0,,本,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,個,0,24,0,OEM,3,0,,1,0,,(株)アイダ,,,,,,紺,出荷形態,,2.0,,,,,,,2101.0,1000-AI,,,,,,2,,12,-,,,,,,,,2024/5/10 15:06,GEN,2026/7/1 11:46,nakano,24.0,24.0,24.0,24.0,,,,,7.0,ベルト班,2.0,,
B0-001000AINY-V888,1000-AI紺バーコード,1,3,,,0.0,0.0,0,0,0,,枚,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,枚,0,0,1,,1,0,,1,0,,,,,,,,紺,内製,,2.0,,,,,,,,,,,,,,,,,-,,,,,,,,2024/5/10 15:06,GEN,2026/7/1 11:24,nakano,0.0,0.0,0.0,0.0,,,,,1.0,,,,
B0-001000BKL00-0001,1000用バックル,1,3,IG240628,,8.0,0.0,0,0,0,,本,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,個,0,0,0,,1,0,,1,0,,,,,,,,,出荷形態,,2.0,,,,,,,210003.0,,,,,,,2,,,-,,,,,,,,2026/2/2 13:03,takahashi,2026/7/1 11:43,nakano,0.0,0.0,0.0,0.0,,,,,3.0,ベルト班,2.0,,
B0-001000BKL00-V888,1000用バックルバーコード,1,3,,,0.0,0.0,0,0,0,,枚,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,枚,0,0,1,,1,0,,1,0,,,,,,,,,内製,,2.0,,,,,,,,,,,,,,,,,-,,,,,,,,2026/2/2 11:53,takahashi,2026/7/1 11:41,nakano,0.0,0.0,0.0,0.0,,,,,1.0,,,,
B0-001002BKL00-0001,1002用バックル,1,3,IG240628,,8.0,0.0,0,0,0,,本,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,個,0,0,0,,1,0,,1,0,,,,,,,,,出荷形態,,2.0,,,,,,,210023.0,,,,,,,2,,,-,,,,,,,,2026/2/2 13:03,takahashi,2026/7/1 11:43,nakano,0.0,0.0,0.0,0.0,,,,,3.0,ベルト班,2.0,,
B0-001002BKL00-V888,1002用バックルバーコード,1,3,,,0.0,0.0,0,0,0,,枚,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,枚,0,0,1,,1,0,,1,0,,,,,,,,,内製,,2.0,,,,,,,,,,,,,,,,,-,,,,,,,,2026/2/2 11:55,takahashi,2026/7/1 11:41,nakano,0.0,0.0,0.0,0.0,,,,,1.0,,,,
B0-0010720LBK-0001,腰椎ベルト,1,3,IG240628,,0.0,0.0,0,0,0,,枚,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,個,0,0,0,,1,0,,1,0,,,,,,,,黒,出荷形態,,2.0,,,,,,,2077.0,1072-L,,,,,,,,1,-,2025/6/30,,,,,,,2024/5/10 15:06,GEN,2026/7/1 11:23,nakano,0.0,0.0,0.0,0.0,,,,,8.0,ベルト班,2.0,,
B0-00110FOTCR-0001,MP型標準サイズ(OT型内装付),1,3,,,0.0,0.0,0,0,0,,個,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,個,0,0,0,,1,0,,1,0,,,,,,,,クリーム,出荷形態,1.0,,,,,,,,11293.0,110F-OT,,,,,,,,,-,,,,,,,,2024/4/30 13:14,GEN,2026/6/28 2:31,wakasugi,0.0,0.0,0.0,0.0,,,,,11.0,,,,
B0-00110FOTCR-0002,MP型標準サイズ(OT型内装付)/印刷,1,3,,,0.0,0.0,0,0,0,,個,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,個,0,0,0,,0,0,,1,0,,,,,,,,クリーム,出荷形態,1.0,,,,,,,,211293.0,110F-OT,,,,,,,,,-,,,,,,,,2024/4/30 13:39,GEN,2026/6/28 2:29,wakasugi,0.0,0.0,0.0,0.0,,,,,9.0,,,,
B0-00110FOTCR-0003,MP型標準サイズ(OT型内装付),1,3,,,0.0,0.0,0,0,0,,個,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,個,0,0,0,,11,0,,1,0,,藤原産業(株),,,,,,クリーム,出荷形態,1.0,,,,,,,,111293.0,110F-OT,,,,,,,,,-,,,,,,,,2024/4/30 13:51,GEN,2026/6/30 21:53,中安,0.0,0.0,0.0,0.0,,,,,12.0,,,,
B0-00110FOTCR-V888,110F-OTクリームバーコード,1,3,,,0.0,0.0,0,0,0,,枚,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,枚,0,0,1,,1,0,,1,0,,,,,,,,,内製,1.0,,,,,,,,,,,,,,,,,,-,,,,,,,,2024/4/30 13:14,GEN,2026/6/27 12:52,wakasugi,0.0,0.0,0.0,0.0,,,,,1.0,,,,
B0-00110FOTGR-0001,MP型標準サイズ(OT型内装付),1,3,,,0.0,0.0,0,0,0,,個,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,個,0,0,0,,1,0,,1,0,,,,,,,,緑,出荷形態,1.0,,,,,,,,11294.0,110F-OT,,,,,,,,,-,,,,,,,,2024/4/30 13:14,GEN,2026/6/28 2:31,wakasugi,0.0,50.0,0.0,0.0,2026/7/15,50.0,,,11.0,,,,
B0-00110FOTGR-0002,MP型標準サイズ(OT型内装付)/印刷,1,3,,,0.0,0.0,0,0,0,,個,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,個,0,0,0,,0,0,,1,0,,,,,,,,緑,出荷形態,1.0,,,,,,,,211294.0,110F-OT,,,,,,,,,-,,,,,,,,2024/4/30 13:39,GEN,2026/6/28 2:29,wakasugi,0.0,0.0,0.0,0.0,,,,,9.0,,,,
B0-00110FOTGR-0003,MP型標準サイズ(OT型内装付),1,3,,,0.0,0.0,0,0,0,,個,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,個,0,0,0,,11,0,,1,0,,藤原産業(株),,,,,,緑,出荷形態,1.0,,,,,,,,111294.0,110F-OT,,,,,,,,,-,,,,,,,,2024/4/30 13:51,GEN,2026/6/30 21:53,中安,0.0,0.0,0.0,0.0,,,,,12.0,,,,
B0-00110FOTGR-V888,110F-OT緑バーコード,1,3,,,0.0,0.0,0,0,0,,枚,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,枚,0,0,1,,1,0,,1,0,,,,,,,,,内製,1.0,,,,,,,,,,,,,,,,,,-,,,,,,,,2024/4/30 13:14,GEN,2026/6/27 12:52,wakasugi,0.0,-50.0,-50.0,-50.0,,,,,1.0,,,,
B0-00110FOTLY-0001,MP型標準サイズ(OT型内装付),1,3,,,0.0,0.0,0,0,0,,個,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,個,0,0,0,,1,0,,1,0,,,,,,,,うす黄,出荷形態,1.0,,,,,,,,11295.0,110F-OT,,,,,,,,,-,,,,,,,,2024/4/30 13:14,GEN,2026/6/28 2:31,wakasugi,0.0,0.0,0.0,0.0,,,,,11.0,,,,
B0-00110FOTLY-0002,MP型標準サイズ(OT型内装付)/印刷,1,3,,,0.0,0.0,0,0,0,,個,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,個,0,0,0,,0,0,,1,0,,,,,,,,うす黄,出荷形態,1.0,,,,,,,,211295.0,110F-OT,,,,,,,,,-,,,,,,,,2024/4/30 13:39,GEN,2026/6/28 2:29,wakasugi,0.0,0.0,0.0,0.0,,,,,9.0,,,,
B0-00110FOTLY-0003,MP型標準サイズ(OT型内装付),1,3,,,0.0,0.0,0,0,0,,個,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,個,0,0,0,,11,0,,1,0,,藤原産業(株),,,,,,うす黄,出荷形態,1.0,,,,,,,,111295.0,110F-OT,,,,,,,,,-,,,,,,,,2024/4/30 13:51,GEN,2026/6/30 21:53,中安,0.0,0.0,0.0,0.0,,,,,12.0,,,,
B0-00110FOTLY-V888,110F-OTうす黄バーコード,1,3,,,0.0,0.0,0,0,0,,枚,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,枚,0,0,1,,1,0,,1,0,,,,,,,,,内製,1.0,,,,,,,,,,,,,,,,,,-,,,,,,,,2024/4/30 13:14,GEN,2026/6/27 12:51,wakasugi,0.0,0.0,0.0,0.0,,,,,1.0,,,,
B0-00110FOTNY-0001,MP型標準サイズ(OT型内装付),1,3,,,0.0,0.0,0,0,0,,個,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,個,0,0,0,,1,0,,1,0,,,,,,,,紺,出荷形態,1.0,,,,,,,,11281.0,110F-OT,,,,,,,,,-,,,,,,,,2024/4/30 13:14,GEN,2026/6/28 2:31,wakasugi,5.0,5.0,5.0,5.0,,,2026/7/6,,11.0,,,,
B0-00110FOTNY-0002,MP型標準サイズ(OT型内装付)/印刷,1,3,,,0.0,0.0,0,0,0,,個,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,個,0,0,0,,0,0,,1,0,,,,,,,,紺,出荷形態,1.0,,,,,,,,211281.0,110F-OT,,,,,,,,,-,,,,,,,,2024/4/30 13:39,GEN,2026/6/28 2:29,wakasugi,0.0,0.0,0.0,0.0,,,,,9.0,,,,
B0-00110FOTNY-0003,MP型標準サイズ(OT型内装付),1,3,,,0.0,0.0,0,0,0,,個,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,個,0,0,0,,11,0,,1,0,,藤原産業(株),,,,,,紺,出荷形態,1.0,,,,,,,,111281.0,110F-OT,,,,,,,,,-,,,,,,,,2024/4/30 13:51,GEN,2026/6/30 21:53,中安,0.0,0.0,0.0,0.0,,,,,12.0,,,,
B0-00110FOTNY-V888,110F-OT紺バーコード,1,3,,,0.0,0.0,0,0,0,,枚,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,枚,0,0,1,,1,0,,1,0,,,,,,,,,内製,1.0,,,,,,,,,,,,,,,,,,-,,,,,,,,2024/4/30 13:14,GEN,2026/6/27 12:51,wakasugi,-5.0,-5.0,-5.0,-5.0,,,,2026/7/6,1.0,,,,
B0-00110FOTOR-0001,MP型標準サイズ(OT型内装付),1,3,,,0.0,0.0,0,0,0,,個,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,個,0,0,0,,1,0,,1,0,,,,,,,,オレンジ,出荷形態,1.0,,,,,,,,11299.0,110F-OT,,,,,,,,,-,,,,,,,,2024/4/30 13:14,GEN,2026/6/28 2:31,wakasugi,0.0,0.0,0.0,0.0,,,,,11.0,,,,
B0-00110FOTOR-0002,MP型標準サイズ(OT型内装付)/印刷,1,3,,,0.0,0.0,0,0,0,,個,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,個,0,0,0,,0,0,,1,0,,,,,,,,オレンジ,出荷形態,1.0,,,,,,,,211299.0,110F-OT,,,,,,,,,-,,,,,,,,2024/4/30 13:39,GEN,2026/6/28 2:29,wakasugi,0.0,0.0,0.0,0.0,,,,,9.0,,,,
B0-00110FOTOR-0003,MP型標準サイズ(OT型内装付),1,3,,,0.0,0.0,0,0,0,,個,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,個,0,0,0,,11,0,,1,0,,藤原産業(株),,,,,,オレンジ,出荷形態,1.0,,,,,,,,111299.0,110F-OT,,,,,,,,,-,,,,,,,,2024/4/30 13:51,GEN,2026/6/30 21:53,中安,0.0,0.0,0.0,0.0,,,,,12.0,,,,
